id,name,group,calories_kcal,protein_g,fat_g,carbs_g,fiber_g,solubleFiber_g,insolubleFiber_g,starch_g,sugar_g,saturatedFat_g,monounsaturatedFat_g,polyunsaturatedFat_g,transFat_g,cholesterol_mg,omega3_g,ala_mg,epa_mg,dha_mg,omega6_g,la_g,aa_g,histidine_g,isoleucine_g,leucine_g,lysine_g,methionine_g,cystine_g,phenylalanine_g,tyrosine_g,threonine_g,tryptophan_g,valine_g,arginine_g,alanine_g,asparticAcid_g,glutamicAcid_g,glycine_g,proline_g,serine_g,thiamin_mg,riboflavin_mg,niacin_mg,pantothenicAcid_mg,vitaminB6_mg,vitaminB12_ug,folate_ug,biotin_ug,choline_mg,vitaminA_ug,vitaminC_mg,vitaminD_ug,vitaminE_mg,vitaminK_ug,calcium_mg,copper_mg,iron_mg,magnesium_mg,manganese_mg,phosphorus_mg,potassium_mg,selenium_ug,sodium_mg,zinc_mg,Column 1
172696,"Cake, boston cream pie, commercially prepared",Baked Products,252,2.4,8.5,42.9,1.4,0,0,0,36.11,2.445,4.544,1.009,0,37,0.003,0,0,3,0.951,0.941,0.01,0.054,0.115,0.19,0.136,0.054,0.046,0.119,0.089,0.093,0.034,0.132,0.113,0.098,0.175,0.546,0.078,0.191,0.143,0.408,0.27,0.191,0.301,0.026,0.16,14,0,17.4,24,0.2,0.1,0.15,3.1,23,0.042,0.38,6,0.05,49,39,4.1,254,0.16,
172695,"Cake, angelfood, dry mix, prepared",Baked Products,257,6.1,0.3,58.7,0.2,0,0,0,30.51,0.043,0.026,0.124,0,0,0,0,0,0,0.117,0.117,0,0.134,0.324,0.497,0.38,0.192,0.154,0.343,0.226,0.259,0.077,0.368,0.315,0.324,0.561,0.994,0.211,0.306,0.402,0.092,0.202,0.171,0.11,0.006,0.03,19,0,1.3,0,0,0,0.01,0.1,84,0.068,0.23,8,0.063,232,135,15.3,511,0.13,
172694,"Cake, angelfood, commercially prepared",Baked Products,258,5.9,0.8,57.8,1.5,0,0,0,0,0.121,0.071,0.367,0,0,0,0,0,0,0.346,0.346,0,0.131,0.312,0.481,0.364,0.183,0.149,0.334,0.218,0.248,0.075,0.354,0.303,0.31,0.532,1.025,0.206,0.317,0.389,0.102,0.491,0.883,0.198,0.031,0.06,35,0,0,0,0,0,0,0,140,0.078,0.52,12,0.085,324,93,7.3,749,0.07,
172693,"Bread, stuffing, cornbread, dry mix, prepared",Baked Products,179,2.9,8.8,21.9,2.9,0,0,0,0,1.755,3.856,2.706,0,0,0,0,0,0,2.588,2.588,0,0.073,0.108,0.256,0.085,0.055,0.057,0.145,0.101,0.095,0.031,0.132,0.128,0.139,0.161,0.793,0.11,0.296,0.142,0.117,0.092,1.247,0.06,0.038,0.01,97,0,24.4,78,0.8,0,0.85,8.8,26,0.069,0.94,13,0.114,34,62,30.7,526,0.23,
172692,"Bread, stuffing, cornbread, dry mix",Baked Products,389,10,4.2,76.7,14.3,0,0,0,13.16,0.922,1.662,1.073,0,0,0,0,0,0,1.026,1.025,0.001,0.251,0.364,0.873,0.278,0.186,0.197,0.498,0.344,0.32,0.105,0.447,0.441,0.481,0.546,2.735,0.381,1.017,0.486,0.509,0.348,4.873,0.284,0.146,0.01,175,0,0,8,3.5,0,0,0,78,0.228,3.25,44,0.529,113,204,29.6,1429,0.75,
172691,"Bread, whole-wheat, prepared from recipe, toasted",Baked Products,305,9.2,5.9,56.4,6.7,0,0,0,4.22,0.874,1.272,3.23,0,0,0,0,0,0,2.881,2.88,0.001,0.213,0.345,0.631,0.268,0.149,0.204,0.442,0.277,0.273,0.134,0.412,0.421,0.334,0.476,2.877,0.365,0.955,0.442,0.266,0.225,3.941,0.338,0.197,0,67,0,29.2,0,0,0,0.84,10.4,36,0.278,3.4,89,2.067,205,345,42.5,381,1.65,
172690,"Bread, whole-wheat, prepared from recipe",Baked Products,278,8.4,5.4,51.4,6,0,0,0,3.84,0.796,1.158,2.939,0,0,0,0,0,0,2.622,2.621,0.001,0.194,0.314,0.574,0.244,0.136,0.186,0.403,0.252,0.248,0.122,0.375,0.383,0.304,0.433,2.618,0.333,0.869,0.402,0.303,0.227,3.985,0.473,0.199,0,65,0,26.5,0,0,0,0.76,9.4,33,0.253,3.1,81,1.881,187,314,38.6,346,1.5,
172689,"Bread, whole-wheat, commercially prepared, toasted",Baked Products,306,16.27,4.07,51.16,7.5,0,0,0,5.77,0.922,1.972,0.74,1.025,0,0,0,0,0,0.71,0.709,0.001,0.152,0.243,0.442,0.183,0.101,0.151,0.308,0.191,0.189,0.101,0.296,0.308,0.234,0.339,2.055,0.265,0.677,0.309,0.376,0.284,5.732,0.722,0.237,0,52,0,33.8,0,0,0,0.63,9,130,0.67,2.96,99,2.545,303,326,52.6,565,2.15,
172688,"Bread, whole-wheat, commercially prepared",Baked Products,252,12.45,3.5,42.71,6,0,0,28.73,4.34,0.722,0.62,1.592,0.02,0,0.137,137,0,0,1.454,1.446,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394,0.167,4.438,0.646,0.215,0,42,0,27.2,0,0,0,2.66,7.8,161,0.227,2.47,75,2.174,212,254,25.7,455,1.77,
172687,"Bread, wheat, toasted",Baked Products,313,12.96,4.27,55.77,4.7,0,0,0,6.42,0.989,1.019,1.72,0,0,0.161,161,0,0,1.56,1.56,0,0.15,0.258,0.461,0.215,0.105,0.154,0.315,0.165,0.299,0.092,0.31,0.311,0.245,0.348,2.06,0.262,0.682,0.31,0.439,0.382,6.25,0.456,0.153,0,86,0,22.1,0,0.2,0,0.24,5.7,165,0.198,4.09,59,1.377,188,223,33.4,601,1.47,
172686,"Bread, wheat",Baked Products,274,10.67,4.53,47.54,4,0,0,36.34,5.73,0.697,0.612,1.615,0.033,0,0.159,155,4,0,1.454,1.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0.252,5.59,0.82,0.111,0,85,0,18.7,0,0.2,0,0.19,4.9,125,0.148,3.6,41,1.026,129,141,28.8,473,1.04,
172685,"Bread, rye, toasted",Baked Products,284,9.4,3.6,53.1,6.4,0,0,0,4.23,0.688,1.44,0.879,0,0,0,0,0,0,0.812,0.812,0,0.2,0.351,0.637,0.256,0.153,0.19,0.451,0.235,0.281,0.105,0.417,0.358,0.328,0.486,2.861,0.331,0.999,0.458,0.382,0.332,3.763,0.314,0.074,0,103,0,16.1,0,0.2,0,0.37,1.3,80,0.204,3.1,43,0.905,138,183,34,664,1.25,
172684,"Bread, rye",Baked Products,259,8.5,3.3,48.3,5.8,0,0,0,3.85,0.626,1.311,0.799,0,0,0,0,0,0,0.739,0.739,0,0.182,0.319,0.579,0.233,0.139,0.173,0.411,0.213,0.255,0.096,0.379,0.325,0.299,0.442,2.603,0.302,0.909,0.417,0.434,0.335,3.805,0.44,0.075,0,110,0,14.6,0,0.4,0,0.33,1.2,73,0.186,2.83,40,0.824,125,166,30.9,603,1.14,
172683,"Bread, reduced-calorie, oat bran, toasted",Baked Products,239,9.5,3.8,49.2,14.3,0,0,0,4.2,0.53,0.814,1.988,0,0,0,0,0,0,1.865,1.865,0,0.217,0.382,0.673,0.346,0.167,0.16,0.196,0.459,0.306,0.123,0.433,0.458,0.371,0.627,2.616,0.379,0.848,0.466,0.338,0.217,4.032,0.166,0.087,0,82,0,16.1,0,0,0,0.33,2,68,0.147,3.75,55,1.006,144,122,24.5,547,1.19,
172682,"Bread, reduced-calorie, oat bran",Baked Products,201,8,3.2,41.3,12,0,0,0,3.52,0.445,0.684,1.67,0,0,0,0,0,0,1.567,1.567,0,0.183,0.321,0.565,0.291,0.14,0.135,0.165,0.386,0.257,0.103,0.364,0.384,0.312,0.527,2.197,0.318,0.712,0.391,0.354,0.203,3.763,0.492,0.103,0,81,0,14.6,0,0,0,0.28,1.7,57,0.291,3.15,55,1.101,139,102,20.6,459,1.05,
172681,"Bread, raisin, enriched, toasted",Baked Products,297,8.6,4.8,56.9,4.7,0,0,0,6.18,1.175,2.494,0.738,0,0,0,0,0,0,0.697,0.697,0,0.182,0.312,0.561,0.217,0.139,0.166,0.392,0.222,0.241,0.09,0.358,0.394,0.29,0.382,2.559,0.293,0.899,0.388,0.294,0.39,3.391,0.274,0.068,0,98,0,15.9,0,0.4,0,0.31,1.9,72,0.215,3.15,28,0.545,118,246,21.7,377,0.78,
172680,"Bread, raisin, enriched",Baked Products,274,7.9,4.4,52.3,4.3,0,0,0,5.68,1.081,2.294,0.679,0,0,0,0,0,0,0.641,0.641,0,0.167,0.287,0.516,0.2,0.128,0.152,0.361,0.204,0.222,0.083,0.329,0.362,0.267,0.351,2.355,0.269,0.828,0.357,0.339,0.398,3.466,0.387,0.069,0,106,0,14.6,0,0.1,0,0.28,1.7,66,0.198,2.9,26,0.501,109,227,20,347,0.72,
172679,"Bread, oatmeal, toasted",Baked Products,292,9.2,4.8,52.7,4.3,0,0,0,8.84,0.764,1.715,1.85,0,0,0,0,0,0,1.742,1.742,0,0.202,0.353,0.661,0.294,0.166,0.226,0.45,0.286,0.268,0.126,0.428,0.429,0.357,0.549,2.623,0.372,0.832,0.443,0.347,0.235,3.068,0.241,0.067,0.02,53,0,15.9,5,0.3,0,0.53,1.7,72,0.227,2.94,41,1.022,137,154,26.7,486,1.11,
172678,"Bread, oatmeal",Baked Products,269,8.4,4.4,48.5,4,0,0,0,8.14,0.703,1.578,1.702,0,0,0,0,0,0,1.603,1.603,0,0.186,0.325,0.608,0.27,0.152,0.208,0.414,0.263,0.247,0.116,0.393,0.395,0.328,0.505,2.413,0.343,0.765,0.408,0.399,0.24,3.136,0.341,0.068,0.03,62,0,18.7,5,0,0,0.48,1.5,66,0.209,2.7,37,0.94,126,142,24.6,447,1.02,
172677,"Bread, oat bran, toasted",Baked Products,259,11.4,4.8,43.7,4.9,0,0,0,8.46,0.766,1.748,1.861,0,0,0,0,0,0,1.748,1.748,0,0.248,0.438,0.805,0.326,0.196,0.257,0.57,0.356,0.328,0.143,0.507,0.489,0.407,0.601,3.475,0.434,1.159,0.552,0.443,0.343,4.778,0.114,0.04,0,69,0,16.1,2,0,0,0.48,1.3,71,0.128,3.43,34,0.76,116,123,33,387,1.05,
172676,"Bread, oat bran",Baked Products,236,10.4,4.4,39.8,4.5,0,0,0,7.7,0.697,1.59,1.694,0,0,0,0,0,0,1.59,1.59,0,0.225,0.399,0.733,0.297,0.179,0.234,0.518,0.324,0.299,0.131,0.461,0.445,0.37,0.547,3.162,0.395,1.055,0.502,0.504,0.346,4.831,0.581,0.073,0,81,0,18.7,2,0,0,0.44,1.2,65,0.135,3.12,35,0.779,141,147,30,353,0.89,
172675,"Bread, french or vienna (includes sourdough)",Baked Products,272,10.75,2.42,51.88,2.2,0,0,44.23,4.62,0.529,0.362,0.855,0.005,0,0.063,63,0,0,0.791,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.427,4.817,0.455,0.107,0,123,0,8,0,0,0,0.21,0.7,52,0.152,3.91,32,0.577,105,117,28.6,602,1.04,
172674,"Bread, egg, toasted",Baked Products,315,10.5,6.6,52.6,2.5,0,0,0,1.94,1.616,2.989,1.149,0,56,0.005,0,0,5,1.086,1.067,0.019,0.23,0.433,0.76,0.342,0.208,0.229,0.522,0.321,0.336,0.123,0.487,0.423,0.391,0.574,3.139,0.37,1.041,0.551,0.385,0.432,4.795,0.202,0.064,0.11,98,0,91.9,69,0,0.5,0.29,1,102,0.178,3.34,21,0.549,117,126,32.9,417,0.86,
172673,"Bread, egg",Baked Products,287,9.5,6,47.8,2.3,0,0,0,1.78,1.593,2.302,1.106,0,51,0.013,0,1,12,1.044,0.998,0.046,0.21,0.394,0.692,0.311,0.189,0.208,0.475,0.292,0.306,0.112,0.443,0.385,0.356,0.522,2.856,0.336,0.947,0.501,0.438,0.436,4.848,0.282,0.064,0.1,105,0,84.3,63,0,0.4,0.26,0.9,93,0.162,3.04,19,0.5,106,115,30.1,380,0.79,
172672,"Bread, cracked-wheat",Baked Products,260,8.7,3.9,49.5,5.5,0,0,0,0,0.916,1.902,0.682,0,0,0,0,0,0,0.648,0.648,0,0.193,0.338,0.606,0.244,0.148,0.19,0.419,0.253,0.261,0.112,0.387,0.348,0.306,0.433,2.77,0.321,0.922,0.417,0.358,0.24,3.671,0.512,0.304,0.02,61,0,0,0,0,0,0,0,43,0.222,2.81,52,1.371,153,177,25.3,538,1.24,
172671,"Biscuits, mixed grain, refrigerated dough",Baked Products,263,6.1,5.6,47.4,0,0,0,0,0,1.366,2.932,0.88,0,0,0,0,0,0,0.833,0.833,0,0.138,0.214,0.424,0.143,0.107,0.132,0.305,0.182,0.169,0.076,0.251,0.257,0.204,0.274,2.016,0.227,0.695,0.304,0.39,0.21,3.4,0.315,0.065,0,83,0,0,0,0,0,0,0,17,0.115,2.75,30,0.659,236,456,0,670,0.6,
172670,"Biscuits, plain or buttermilk, prepared from recipe",Baked Products,353,7,16.3,44.6,1.5,0,0,0,2.18,4.324,6.93,4.163,0,3,0,0,0,0,3.9,3.9,0,0.161,0.273,0.514,0.226,0.132,0.132,0.347,0.232,0.211,0.087,0.313,0.275,0.226,0.335,2.175,0.231,0.78,0.352,0.356,0.31,2.949,0.285,0.035,0.08,61,0,0,0,0.2,0,0,0,235,0.082,2.9,18,0.378,164,121,19.5,580,0.54,
172669,"Biscuits, plain or buttermilk, refrigerated dough, higher fat, baked",Baked Products,324,6.79,11.22,49.05,2.8,0,0,36.36,8.19,5.514,2.309,2.688,0.224,0,0.263,263,0,0,2.425,2.412,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447,0.299,3.684,0.382,0.046,0,63,0,19.8,0,0,0,0.67,9.5,27,0.086,2.57,18,0.49,446,152,13.6,1002,0.41,
172668,"Biscuits, plain or buttermilk, refrigerated dough, higher fat",Baked Products,307,6.66,10.58,46.32,0.7,0,0,0,7.4,2.806,6.559,0.681,3.444,1,0.036,36,0,0,0.645,0.645,0,0.121,0.215,0.393,0.206,0.095,0.123,0.24,0.101,0.171,0.064,0.256,0.21,0.172,0.266,1.578,0.177,0.574,0.246,0.391,0.29,3.308,0.346,0.063,0.05,57,0,0,2,0.1,0,0.69,6.2,51,0.09,2.48,17,0.438,470,162,8,977,0.5,
172667,"Biscuits, plain or buttermilk, frozen, baked",Baked Products,338,6.2,11.03,53.87,1.3,0,0,0,3.48,1.676,4.647,4.178,0,1,0,0,0,0,3.881,3.881,0,0.139,0.226,0.436,0.167,0.112,0.123,0.308,0.192,0.177,0.076,0.262,0.245,0.197,0.277,1.979,0.211,0.698,0.307,0.427,0.292,3.352,0.3,0.047,0.14,70,0,20,0,0,0,1.32,4.1,49,0.083,3.3,17,0.392,430,224,18.8,942,0.48,
172666,"Bagels, oat bran",Baked Products,255,10.7,1.2,53.3,3.6,0,0,0,1.63,0.191,0.249,0.486,0,0,0,0,0,0,0.465,0.465,0,0.233,0.406,0.757,0.288,0.188,0.253,0.526,0.321,0.301,0.138,0.482,0.46,0.382,0.561,3.318,0.41,1.082,0.517,0.331,0.338,2.96,0.445,0.043,0,98,0,15.3,1,0.2,0,0.33,0.4,12,0.151,3.08,31,0.863,110,115,34.2,590,0.9,
172665,"Bagels, cinnamon-raisin, toasted",Baked Products,294,10.6,1.8,59.3,2.5,0,0,0,6.43,0.295,0.188,0.722,0,0,0,0,0,0,0.68,0.68,0,0.234,0.395,0.721,0.256,0.193,0.226,0.51,0.293,0.306,0.122,0.456,0.406,0.358,0.516,3.484,0.369,1.161,0.517,0.33,0.268,2.981,0.047,0.06,0,102,0,16.4,23,0.6,0,0.34,0.8,20,0.16,4.09,23,0.328,83,163,33.3,370,0.81,
172664,"Bagels, cinnamon-raisin",Baked Products,274,9.8,1.7,55.2,2.3,0,0,0,5.98,0.274,0.175,0.671,0,0,0,0,0,0,0.632,0.632,0,0.217,0.367,0.671,0.238,0.179,0.21,0.474,0.272,0.285,0.114,0.424,0.378,0.333,0.479,3.24,0.343,1.08,0.481,0.384,0.277,3.08,0.509,0.062,0,111,0,14.6,21,0.7,0,0.31,0.7,19,0.163,3.8,28,0.876,100,148,31,407,1.13,
172477,"Winged beans, mature seeds, cooked, boiled, with salt",Legumes and Legume Products,147,10.62,5.84,14.94,0,0,0,0,0,0.825,2.153,1.551,0,0,0,0,0,0,1.457,1.457,0,0.241,0.448,0.762,0.652,0.109,0.166,0.436,0.445,0.36,0.233,0.467,0.576,0.318,0.973,1.224,0.348,0.588,0.377,0.295,0.129,0.83,0.156,0.047,0,10,0,0,0,0,0,0,0,142,0.773,4.33,54,1.199,153,280,2.9,249,1.44,
172476,"Tofu, raw, regular, prepared with calcium sulfate",Legumes and Legume Products,76,8.08,4.78,1.87,0.3,0,0,0,0.62,0.691,1.056,2.699,0,0,0,0,0,0,2.38,2.38,0,0.221,0.435,0.713,0.452,0.108,0.029,0.428,0.359,0.402,0.12,0.446,0.701,0.396,1.043,1.684,0.375,0.555,0.519,0.081,0.052,0.195,0.068,0.047,0,15,0,28.8,0,0.1,0,0.01,2.4,350,0.193,5.36,30,0.605,97,121,8.9,7,0.8,
172475,"Tofu, raw, firm, prepared with calcium sulfate",Legumes and Legume Products,144,17.27,8.72,2.78,2.3,0,0,0,0,1.261,1.925,4.921,0,0,0,0,0,0,4.339,4.339,0,0.431,0.849,1.392,0.883,0.211,0.057,0.835,0.701,0.785,0.235,0.87,1.369,0.773,2.036,3.288,0.733,1.084,1.015,0.158,0.102,0.381,0.133,0.092,0,29,0,0,0,0.2,0,0,0,683,0.378,2.66,58,1.181,190,237,17.4,14,1.57,
172474,"Soy sauce, reduced sodium, made from hydrolyzed vegetable protein",Legumes and Legume Products,90,8.19,0.31,14.44,0.3,0,0,0,5.63,0.02,0.032,0.089,0,0,0,0,0,0,0.077,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.043,0.453,0.148,0.037,0,4,0,31.6,0,0,0,0,0,11,0.049,0.43,34,0.151,89,3098,0.9,2890,0.25,
172473,"Soy sauce made from soy and wheat (shoyu), low sodium",Legumes and Legume Products,57,9.05,0.3,5.59,0.7,0,0,0,0.5,0.035,0.042,0.138,0,0,0,0,0,0,0.123,0.123,0,0.169,0.408,0.595,0.34,0.093,0,0.337,0.089,0.378,0,0.433,0.495,0.646,0.455,1.682,0.33,0.597,0.478,0.04,0.24,1.14,0.425,0.16,0,44,0,30.8,0,0,0,0.41,0,30,0.049,1.35,69,1.008,166,352,0.5,3598,0.79,
172472,"Pigeon peas (red gram), mature seeds, cooked, boiled, with salt",Legumes and Legume Products,121,6.76,0.38,23.25,6.7,0,0,0,0,0.083,0.003,0.205,0,0,0,0,0,0,0.196,0.196,0,0.241,0.245,0.483,0.474,0.076,0.078,0.579,0.168,0.239,0.066,0.292,0.405,0.303,0.669,1.568,0.25,0.298,0.32,0.146,0.059,0.781,0.319,0.05,0,111,0,0,0,0,0,0,0,43,0.269,1.11,46,0.501,119,384,2.9,241,0.9,
172471,"Peanut butter with omega-3, creamy",Legumes and Legume Products,608,24.47,54.17,17,6.1,0,0,3.32,3.11,9.691,36.614,6.95,0.037,0,3.092,2928,0,0,3.855,3.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.087,12.875,0.87,0.292,0,0,0,94.5,0,0,0,10.34,0,45,0.476,1.67,191,1.85,426,780,0,356,3.08,
172470,"Peanut butter, smooth style, without salt",Legumes and Legume Products,598,22.21,51.36,22.31,5,0,0,3.56,10.49,10.325,25.941,12.535,0.075,0,0.027,27,0,0,12.291,12.264,0.018,0.557,0.616,1.546,0.681,0.265,0.229,1.202,0.829,0.525,0.231,0.782,2.768,0.916,3.054,5.092,1.437,1.408,1.481,0.15,0.192,13.112,1.137,0.441,0,87,0,63,0,0,0,9.1,0.3,49,0.422,1.74,168,1.665,335,558,4.1,17,2.51,
172469,"Peanut butter, without salt",Legumes and Legume Products,589,24.06,49.94,21.57,8,0,0,4.93,8.41,7.607,23.123,13.932,0,0,0,0,0,0,13.854,13.854,0,0.55,0.608,1.525,0.671,0.262,0.226,1.185,0.818,0.518,0.228,0.772,2.731,0.903,3.012,5.023,1.417,1.389,1.461,0.106,0.111,13.696,1.118,0.418,0,92,0,61.3,0,0,0,6.3,0.5,45,0.578,1.9,160,1.8,319,745,8.2,17,2.79,
172469,"Peanut butter, chunk style, without salt",Legumes and Legume Products,589,24.06,49.94,21.57,8,0,0,4.93,8.41,7.607,23.123,13.932,0,0,0,0,0,0,13.854,13.854,0,0.55,0.608,1.525,0.671,0.262,0.226,1.185,0.818,0.518,0.228,0.772,2.731,0.903,3.012,5.023,1.417,1.389,1.461,0.106,0.111,13.696,1.118,0.418,0,92,0,61.3,0,0,0,6.3,0.5,45,0.578,1.9,160,1.8,319,745,8.2,17,2.79,
172468,"Vitasoy USA, Nasoya Lite Firm Tofu",Legumes and Legume Products,54,8.3,1.7,1.3,0.6,0,0,0,0.2,0.2,0.3,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,0,0,95,0,3.9,5.22,0,184,0,1.6,0,0,181,0,0,34,0,
172467,"Tempeh, cooked",Legumes and Legume Products,195,19.91,11.38,7.62,0,0,0,0,0,3.4,3.745,2.638,0,0,0,0,0,0,2.518,2.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.357,2.135,0.453,0.199,0.14,21,0,0,0,0,0,0,0,96,0.54,2.13,77,1.285,253,401,0,14,1.57,
172466,"Frijoles rojos volteados (Refried beans, red, canned)",Legumes and Legume Products,144,5,6.93,15.47,4.7,0,0,8.3,0,0.926,1.676,4.379,0.171,0,0.426,426,0,0,3.95,3.895,0,0.108,0.208,0.407,0.271,0.133,0.01,0.277,0.172,0.162,0.049,0.29,0.206,0.265,0.565,0.797,0.207,0.344,0.312,0.027,0.017,0.64,0.175,0.085,0,5,0,0,0,0,0,1.04,0,33,0.22,1.95,36,0.295,91,310,3.5,375,0.7,
172465,"Refried beans, canned, fat-free",Legumes and Legume Products,79,5.34,0.45,13.5,4.7,0,0,8.65,0.61,0.093,0.044,0.287,0,0,0.153,153,0,0,0.134,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.015,0.362,0.195,0.113,0,57,0,20.3,0,0.9,0,0.04,2,34,0.163,1.62,38,0.326,111,344,5.7,350,0.65,
172464,"MORI-NU, Tofu, silken, lite extra firm",Legumes and Legume Products,38,7,0.7,1,0,0,0,0,0.42,0.116,0.118,0.395,0,0,0,0,0,0,0,0,0,0.175,0.324,0.544,0.428,0.088,0.093,0.363,0.251,0.238,0.096,0.321,0.527,0.28,0.809,1.462,0.288,0.367,0.347,0.03,0.02,0.11,0,0,0,0,0,0,0,0,0,0,0,43,0.129,0.79,10,0,83,57,0,98,0.26,
172463,"MORI-NU, Tofu, silken, lite firm",Legumes and Legume Products,37,6.3,0.8,1.1,0,0,0,0,0.45,0.133,0.136,0.449,0,0,0,0,0,0,0,0,0,0.156,0.297,0.501,0.384,0.077,0.079,0.322,0.229,0.22,0.095,0.286,0.47,0.248,0.721,1.309,0.255,0.337,0.313,0.04,0.02,0.11,0,0,0,0,0,0,0,0,0,0,0,36,0.121,0.75,10,0,81,63,0,85,0.33,
172462,"MORI-NU, Tofu, silken, extra firm",Legumes and Legume Products,55,7.4,1.9,2,0.1,0,0,0,0.99,0.3,0.345,1.061,0,0,0,0,0,0,0,0,0,0.182,0.384,0.639,0.495,0.094,0.127,0.43,0.314,0.309,0.123,0.399,0.532,0.278,0.817,1.281,0.281,0.365,0.35,0.079,0.034,0.235,0,0.011,0,0,0,0,0,0,0,0,0,31,0.2,1.19,27,0,100,154,0,63,0.6,
172461,"MORI-NU, Tofu, silken, firm",Legumes and Legume Products,62,6.9,2.7,2.4,0.1,0,0,0,1.27,0.406,0.539,1.485,0,0,0,0,0,0,0,0,0,0.169,0.349,0.586,0.459,0.106,0.1,0.394,0.299,0.286,0.085,0.385,0.517,0.266,0.771,1.176,0.268,0.349,0.333,0.101,0.041,0.247,0,0.011,0,0,0,0,0,0,0,0,0,32,0.203,1.03,27,0,90,194,0,36,0.61,
172460,"Peanut butter, chunky, vitamin and mineral fortified",Legumes and Legume Products,593,26.06,51.47,17.69,5.7,0,0,0,10.94,7.972,24.366,14.648,0,0,0,0,0,0,14.567,14.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.112,13.64,0,2.52,0,313,0,61.1,1172,0,0,43.2,0.5,45,1.77,17.5,370,0,316,744,7.5,366,15.1,
172459,"Peanut butter, smooth, vitamin and mineral fortified",Legumes and Legume Products,591,25.72,50.81,18.75,5.6,0,0,0,10.47,10.125,24.832,13.847,0,0,0,0,0,0,13.769,13.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.105,13.369,0,2.23,0,373,0,63.3,1172,0,0,43.2,0.6,43,1.64,16.6,355,0,368,667,7.5,420,14.4,
172458,"Peanut butter, smooth, reduced fat",Legumes and Legume Products,520,25.9,34,35.65,5.2,0,0,0,9.28,5.76,16.156,9.182,0,0,0,0,0,0,9.13,9.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.06,14.6,1.066,0.31,0,60,0,63.4,0,0,0,9.04,0.6,35,0.58,1.9,170,1.475,369,669,7.5,540,2.8,
172457,"Peanut spread, reduced sugar",Legumes and Legume Products,650,24.8,54.89,14.23,7.8,0,0,0,6.35,10.22,26.997,16.266,0.16,0,0,0,0,0,16.175,16.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.122,16.385,1.229,0.471,0,144,0,67.4,0,0,0,8.06,0.6,72,0.76,2.84,164,1.979,350,818,9.1,292,3.51,
172456,"Soymilk, original and vanilla, with added calcium, vitamins A and D",Legumes and Legume Products,43,2.6,1.47,4.92,0.2,0,0,0,3.65,0.205,0.382,0.858,0,0,0,0,0,0,0.584,0.584,0,0.035,0.066,0.107,0.076,0.016,0,0.065,0.051,0.062,0.022,0.067,0.108,0.06,0.166,0.281,0.059,0.085,0.081,0.029,0.184,0.425,0.104,0.031,0.85,9,0,23.6,55,0,1.1,0.11,3,123,0.165,0.42,15,0.062,43,122,2.3,47,0.26,
172455,"Falafel, home-prepared",Legumes and Legume Products,333,13.31,17.8,31.84,0,0,0,0,0,2.383,10.171,4.16,0,0,0,0,0,0,0.495,0.495,0,0.364,0.567,0.944,0.856,0.187,0.183,0.707,0.339,0.492,0.134,0.562,1.28,0.573,1.531,2.341,0.567,0.545,0.667,0.146,0.166,1.044,0.292,0.125,0,93,0,0,1,1.6,0,0,0,54,0.258,3.42,82,0.691,192,585,1,294,1.5,
172454,"Hummus, home prepared",Legumes and Legume Products,177,4.86,8.59,20.12,4,0,0,0,0.27,1.141,4.865,2.109,0,0,0,0,0,0,2.035,2.035,0,0.134,0.206,0.346,0.291,0.08,0.071,0.256,0.134,0.182,0.057,0.215,0.501,0.213,0.544,0.882,0.223,0.201,0.245,0.089,0.052,0.399,0.287,0.399,0,59,0,27.8,0,7.9,0,0.75,3,49,0.224,1.56,29,0.567,110,173,2.4,242,1.09,
172453,"Winged beans, mature seeds, cooked, boiled, without salt",Legumes and Legume Products,147,10.62,5.84,14.94,0,0,0,0,0,0.825,2.153,1.551,0,0,0,0,0,0,1.457,1.457,0,0.241,0.448,0.762,0.652,0.109,0.166,0.436,0.445,0.36,0.233,0.467,0.576,0.318,0.973,1.224,0.348,0.588,0.377,0.295,0.129,0.83,0.156,0.047,0,10,0,0,0,0,0,0,0,142,0.773,4.33,54,1.199,153,280,2.9,13,1.44,
